movieId,title,genres,total_ratings,mean_score
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,215.0,3.9209302325581397
2,Jumanji (1995),Adventure|Children|Fantasy,110.0,3.4318181818181817
3,Grumpier Old Men (1995),Comedy|Romance,52.0,3.2596153846153846
6,Heat (1995),Action|Crime|Thriller,102.0,3.946078431372549
7,Sabrina (1995),Comedy|Romance,54.0,3.185185185185185
10,GoldenEye (1995),Action|Adventure|Thriller,132.0,3.496212121212121
11,"American President, The (1995)",Comedy|Drama|Romance,70.0,3.6714285714285713
16,Casino (1995),Crime|Drama,82.0,3.926829268292683
17,Sense and Sensibility (1995),Drama|Romance,67.0,3.7761194029850746
19,Ace Ventura: When Nature Calls (1995),Comedy,88.0,2.727272727272727
21,Get Shorty (1995),Comedy|Crime|Thriller,89.0,3.49438202247191
25,Leaving Las Vegas (1995),Drama|Romance,76.0,3.625
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177.0,3.983050847457627
34,Babe (1995),Children|Drama,128.0,3.65234375
36,Dead Man Walking (1995),Crime|Drama,67.0,3.8358208955223883
39,Clueless (1995),Comedy|Romance,104.0,3.293269230769231
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,203.0,3.9753694581280787
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68.0,3.1470588235294117
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,204.0,4.237745098039215
62,Mr. Holland's Opus (1995),Drama,80.0,3.70625
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,55.0,3.5090909090909093
95,Broken Arrow (1996),Action|Adventure|Thriller,84.0,3.0238095238095237
104,Happy Gilmore (1996),Comedy,99.0,3.4393939393939394
110,Braveheart (1995),Action|Drama|War,237.0,4.031645569620253
111,Taxi Driver (1976),Crime|Drama|Thriller,104.0,4.105769230769231
141,"Birdcage, The (1996)",Comedy,86.0,3.494186046511628
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,51.0,3.2450980392156863
150,Apollo 13 (1995),Adventure|Drama|IMAX,201.0,3.845771144278607
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,137.0,2.9160583941605838
158,Casper (1995),Adventure|Children,62.0,2.806451612903226
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57.0,2.8771929824561404
161,Crimson Tide (1995),Drama|Thriller|War,103.0,3.6359223300970873
163,Desperado (1995),Action|Romance|Western,66.0,3.5606060606060606
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,144.0,3.5555555555555554
168,First Knight (1995),Action|Drama|Romance,54.0,3.0833333333333335
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,53.0,2.6792452830188678
173,Judge Dredd (1995),Action|Crime|Sci-Fi,62.0,2.6693548387096775
185,"Net, The (1995)",Action|Crime|Thriller,112.0,3.0401785714285716
208,Waterworld (1995),Action|Adventure|Sci-Fi,115.0,2.9130434782608696
223,Clerks (1994),Comedy,104.0,3.855769230769231
225,Disclosure (1994),Drama|Thriller,52.0,3.5384615384615383
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,133.0,3.0601503759398496
235,Ed Wood (1994),Comedy|Drama,70.0,3.6785714285714284
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,109.0,3.458715596330275
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,251.0,4.231075697211155
266,Legends of the Fall (1994),Drama|Romance|War|Western,68.0,3.3970588235294117
288,Natural Born Killers (1994),Action|Crime|Thriller,92.0,3.233695652173913
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,101.0,3.4257425742574257
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,133.0,4.018796992481203
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,307.0,4.197068403908795
300,Quiz Show (1994),Drama,81.0,3.5185185185185186
316,Stargate (1994),Action|Adventure|Sci-Fi,140.0,3.375
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,81.0,3.2037037037037037
318,"Shawshank Redemption, The (1994)",Crime|Drama,317.0,4.429022082018927
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,108.0,3.3935185185185186
333,Tommy Boy (1995),Comedy,50.0,3.78
337,What's Eating Gilbert Grape (1993),Drama,77.0,3.7662337662337664
339,While You Were Sleeping (1995),Comedy|Romance,98.0,3.4693877551020407
344,Ace Ventura: Pet Detective (1994),Comedy,161.0,3.040372670807453
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110.0,3.6045454545454545
350,"Client, The (1994)",Drama|Mystery|Thriller,57.0,3.3859649122807016
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,64.0,3.609375
356,Forrest Gump (1994),Comedy|Drama|Romance|War,329.0,4.164133738601824
357,Four Weddings and a Funeral (1994),Comedy|Romance,103.0,3.5194174757281553
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,172.0,3.941860465116279
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157.0,3.1847133757961785
368,Maverick (1994),Adventure|Comedy|Western,74.0,3.5
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,58.0,3.060344827586207
377,Speed (1994),Action|Romance|Thriller,171.0,3.5292397660818713
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,178.0,3.497191011235955
410,Addams Family Values (1993),Children|Comedy|Fantasy,84.0,3.1011904761904763
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59.0,2.7203389830508473
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55.0,2.6454545454545455
434,Cliffhanger (1993),Action|Adventure|Thriller,101.0,3.0346534653465347
435,Coneheads (1993),Comedy|Sci-Fi,63.0,2.4206349206349205
440,Dave (1993),Comedy|Romance,76.0,3.5460526315789473
442,Demolition Man (1993),Action|Adventure|Sci-Fi,81.0,3.0925925925925926
454,"Firm, The (1993)",Drama|Thriller,101.0,3.5346534653465347
457,"Fugitive, The (1993)",Thriller,190.0,3.9921052631578946
466,Hot Shots! Part Deux (1993),Action|Comedy|War,60.0,2.8666666666666667
474,In the Line of Fire (1993),Action|Thriller,70.0,3.692857142857143
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,238.0,3.75
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,53.0,2.9339622641509435
500,Mrs. Doubtfire (1993),Comedy|Drama,144.0,3.388888888888889
508,Philadelphia (1993),Drama,66.0,3.6136363636363638
509,"Piano, The (1993)",Drama|Romance,61.0,3.540983606557377
520,Robin Hood: Men in Tights (1993),Comedy,69.0,3.130434782608696
527,Schindler's List (1993),Drama|War,220.0,4.225
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,106.0,3.4716981132075473
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124.0,4.100806451612903
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,93.0,3.553763440860215
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,61.0,3.262295081967213
553,Tombstone (1993),Action|Drama|Western,65.0,3.8153846153846156
555,True Romance (1993),Crime|Thriller,65.0,3.8
586,Home Alone (1990),Children|Comedy,116.0,2.9956896551724137
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,115.0,3.4347826086956523
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,183.0,3.7923497267759565
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,224.0,3.970982142857143
590,Dances with Wolves (1990),Adventure|Drama|Western,164.0,3.8353658536585367
592,Batman (1989),Action|Crime|Thriller,189.0,3.4285714285714284
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,279.0,4.161290322580645
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,77.0,3.616883116883117
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,146.0,3.7705479452054793
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,60.0,3.45
597,Pretty Woman (1990),Comedy|Romance,135.0,3.4851851851851854
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181.0,4.116022099447513
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,162.0,3.537037037037037
653,Dragonheart (1996),Action|Adventure|Fantasy,65.0,3.0923076923076924
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53.0,2.707547169811321
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,58.0,3.3879310344827585
733,"Rock, The (1996)",Action|Adventure|Thriller,121.0,3.6404958677685952
736,Twister (1996),Action|Adventure|Romance|Thriller,123.0,3.321138211382114
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,97.0,4.268041237113402
778,Trainspotting (1996),Comedy|Crime|Drama,102.0,4.03921568627451
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,202.0,3.4455445544554455
784,"Cable Guy, The (1996)",Comedy|Thriller,54.0,2.8055555555555554
786,Eraser (1996),Action|Drama|Thriller,64.0,3.109375
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,82.0,2.731707317073171
858,"Godfather, The (1972)",Crime|Drama,192.0,4.2890625
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,60.0,4.025
904,Rear Window (1954),Mystery|Thriller,84.0,4.261904761904762
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,57.0,4.184210526315789
910,Some Like It Hot (1959),Comedy|Crime,50.0,4.01
912,Casablanca (1942),Drama|Romance,100.0,4.24
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,92.0,3.880434782608696
923,Citizen Kane (1941),Drama|Mystery,69.0,4.043478260869565
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,109.0,3.8944954128440368
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58.0,4.0344827586206895
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,71.0,3.887323943661972
1035,"Sound of Music, The (1965)",Musical|Romance,64.0,3.9375
1036,Die Hard (1988),Action|Crime|Thriller,145.0,3.8620689655172415
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,119.0,3.8739495798319328
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,71.0,3.9225352112676055
1080,Monty Python's Life of Brian (1979),Comedy,89.0,3.9269662921348316
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,131.0,4.202290076335878
1090,Platoon (1986),Drama|War,63.0,3.984126984126984
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,122.0,3.7663934426229506
1101,Top Gun (1986),Action|Romance,83.0,3.3012048192771086
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,62.0,3.475806451612903
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,136.0,4.161764705882353
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56.0,4.035714285714286
1193,One Flew Over the Cuckoo's Nest (1975),Drama,133.0,4.203007518796992
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,211.0,4.2156398104265405
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,142.0,4.232394366197183
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,200.0,4.2075
1199,Brazil (1985),Fantasy|Sci-Fi,59.0,4.177966101694915
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,126.0,3.9642857142857144
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72.0,4.145833333333333
1203,12 Angry Men (1957),Drama,57.0,4.149122807017544
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120.0,3.995833333333333
1207,To Kill a Mockingbird (1962),Drama,58.0,4.120689655172414
1208,Apocalypse Now (1979),Action|Drama|War,107.0,4.219626168224299
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,196.0,4.137755102040816
1213,Goodfellas (1990),Crime|Drama,126.0,4.25
1214,Alien (1979),Horror|Sci-Fi,146.0,3.969178082191781
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51.0,4.03921568627451
1219,Psycho (1960),Crime|Horror,83.0,4.036144578313253
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84.0,3.8095238095238093
1221,"Godfather: Part II, The (1974)",Crime|Drama,129.0,4.25968992248062
1222,Full Metal Jacket (1987),Drama|War,102.0,4.098039215686274
1225,Amadeus (1984),Drama,76.0,4.184210526315789
1230,Annie Hall (1977),Comedy|Romance,58.0,3.8706896551724137
1234,"Sting, The (1973)",Comedy|Crime,64.0,3.9765625
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,131.0,3.8969465648854964
1246,Dead Poets Society (1989),Drama,86.0,3.9593023255813953
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79.0,4.063291139240507
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59.0,4.211864406779661
1258,"Shining, The (1980)",Horror,109.0,4.08256880733945
1259,Stand by Me (1986),Adventure|Drama,91.0,4.0054945054945055
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,143.0,3.944055944055944
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171.0,4.038011695906433
1276,Cool Hand Luke (1967),Drama,57.0,4.271929824561403
1278,Young Frankenstein (1974),Comedy|Fantasy,69.0,3.9927536231884058
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,53.0,3.7830188679245285
1288,This Is Spinal Tap (1984),Comedy,66.0,4.015151515151516
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140.0,4.046428571428572
1302,Field of Dreams (1989),Children|Drama|Fantasy,56.0,3.517857142857143
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62.0,3.943548387096774
1307,When Harry Met Sally... (1989),Comedy|Romance,85.0,3.8588235294117648
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,91.0,3.879120879120879
1370,Die Hard 2 (1990),Action|Adventure|Thriller,68.0,3.4044117647058822
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,62.0,3.7661290322580645
1377,Batman Returns (1992),Action|Crime,60.0,3.025
1380,Grease (1978),Comedy|Musical|Romance,68.0,3.139705882352941
1387,Jaws (1975),Action|Horror,91.0,4.0054945054945055
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,86.0,3.0930232558139537
1393,Jerry Maguire (1996),Drama|Romance,85.0,3.5941176470588236
1394,Raising Arizona (1987),Comedy,58.0,3.9913793103448274
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,70.0,3.2
1466,Donnie Brasco (1997),Crime|Drama,52.0,3.7403846153846154
1485,Liar Liar (1997),Comedy,74.0,3.0337837837837838
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,59.0,3.610169491525424
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,100.0,3.535
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,116.0,3.7456896551724137
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,67.0,2.753731343283582
1552,Con Air (1997),Action|Adventure|Thriller,59.0,3.0338983050847457
1573,Face/Off (1997),Action|Crime|Drama|Thriller,77.0,3.3701298701298703
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,165.0,3.487878787878788
1584,Contact (1997),Drama|Sci-Fi,82.0,3.652439024390244
1608,Air Force One (1997),Action|Thriller,58.0,3.3448275862068964
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,90.0,3.8722222222222222
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97.0,4.061855670103093
1625,"Game, The (1997)",Drama|Mystery|Thriller,77.0,3.7012987012987013
1639,Chasing Amy (1997),Comedy|Drama|Romance,52.0,3.576923076923077
1641,"Full Monty, The (1997)",Comedy|Drama,56.0,3.7589285714285716
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,51.0,3.411764705882353
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,86.0,3.953488372093023
1676,Starship Troopers (1997),Action|Sci-Fi,80.0,3.33125
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,125.0,3.812
1704,Good Will Hunting (1997),Drama|Romance,141.0,4.078014184397163
1721,Titanic (1997),Drama|Romance,140.0,3.414285714285714
1732,"Big Lebowski, The (1998)",Comedy|Crime,106.0,3.9245283018867925
1777,"Wedding Singer, The (1998)",Comedy|Romance,56.0,3.419642857142857
1784,As Good as It Gets (1997),Comedy|Drama|Romance,96.0,3.6979166666666665
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,92.0,3.0543478260869565
1923,There's Something About Mary (1998),Comedy|Romance,105.0,3.676190476190476
1954,Rocky (1976),Drama,64.0,3.828125
1961,Rain Man (1988),Drama,96.0,3.8072916666666665
1968,"Breakfast Club, The (1985)",Comedy|Drama,113.0,3.7787610619469025
1997,"Exorcist, The (1973)",Horror|Mystery,53.0,3.80188679245283
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,75.0,3.6733333333333333
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,57.0,3.5701754385964914
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,60.0,3.1
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,87.0,3.5057471264367814
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,88.0,3.3693181818181817
2028,Saving Private Ryan (1998),Action|Drama|War,188.0,4.1462765957446805
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,68.0,2.7573529411764706
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,53.0,3.830188679245283
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,55.0,3.4
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,67.0,3.425373134328358
